"FirstName","LastName","MemberNumber","CarNumber","Car","Class","Best","Best Indexed","ClassRank","IndexRank","OverallRank","Rookie","Run 1","Run 1 Pen","Run 2","Run 2 Pen","Run 3","Run 3 Pen","Run 4","Run 4 Pen","Run 5","Run 5 Pen","Run 6","Run 6 Pen","Run 7","Run 7 Pen","Run 8","Run 8 Pen","Run 9","Run 9 Pen"
"Tony","Starks","","309","2004 Acura TL","SMF","76.047","63.955","1","33","14","","76.047","","77.143","","81.554","1","76.676","1","75.025","2","75.454","2","75.871","1"
"Joe","Deleon","","350","2003 Nissan 350z","SSM","76.133","66.616","1","55","15","","80.65","","79.448","","77.366","","77.325","","77.011","1","76.133",""
"Peter","Hsu","","45","2019 Honda Type R","Z-DS","76.178","61.399","4","16","16","","80.075","","78.14","","77.581","1","77.757","","76.178","","79.682","1","77.994","DNF"
"Jeremy","Fohrenkamm","","976","1976 Triumph Spitfire","SSM","76.303","66.765","2","56","17","","100.639","","77.722","","76.303","","77.927","","88.438",""
"Steve","Garnjobst","","75","2016 Volkswagen GTI","Z-STH","76.441","61.917","6","18","18","","77.234","","111.96","RERUN","80.726","","80.56","1","77.57","","77.495","1","77.328","","76.441",""
"Tyler","Salminen","68","68","2015 Scion Fr-s","Z-CSP","76.450","66.129","19","53","19","","77.744","1","75.664","1","76.564","1","79.042","","77.19","","76.517","","76.45",""
"Kyle","Greene","","99","1999 Mazda Miata","C1-ES","76.541","60.697","1","11","20","","79.756","2","79.701","","78.676","","77.546","2","76.514","2","76.993","","76.541",""
"Alan","Millard","","204","2005 Toyota MR2 Spyder","P-ES","76.609","60.750","10","12","21","","76.966","","77.092","","77.258","1","76.609","","75.926","1","76.029","1","76.382","1"
"Sou","Vang","","9","2013 Mazda Miata","CS","76.665","62.021","1","19","22","","83.31","","79.994","1","78.339","","78.831","","77.852","","77.147","","76.665",""
"Jon","Stef","","805","2011 Subaru WRX","STH","76.821","62.225","1","20","23","","79.696","","76.665","1","76.821","","78.239","1","76.872","","98.959","RERUN","77.751","2","77.282",""
"Emilio","Rescigno","","420","2005 Toyota MR2","P-ES","77.088","61.130","11","14","24","","78.633","","78.522","1","78.071","","78.533","","78.159","","77.308","","77.088",""
"Patrick","Higgins","","919","2008 BMW Z4 with a funny M badge.","C1-BS","77.484","63.071","2","25","25","","77.924","","83.781","","78.749","","79.752","","78.218","","77.484","","78.009","3"
"Nora","Eckhardt","","800","2018 Honda Civic type R","SMF","77.508","65.184","2","45","26","","78.632","","79.683","1","85.107","","82.623","","78.655","3","78.399","1","77.508",""
"Hussain","Alsalman","160","160","2017 Subaru BRZ","CS","77.900","63.021","2","24","27","","81.891","3","79.515","","78.919","","80.089","","78.101","1","77.9","","78.596",""
"Nathan","Thalhuber","","711","1991 Toyota MR2","SSM","78.007","68.256","3","66","28","","82.024","","79.197","","78.007","","78.713","1","98.457","OFF","78.06","1","76.834","1"
"Mitchell","Welker","","76","2015 Volkswagen GTI","Z-GS","78.078","61.837","5","17","29","","80.803","","82.117","DNF","83.431","","80.393","","78.219","","81.963","3","78.078",""
"Tim","Malzahn","","475","1997 Acura Integra","SMF","78.114","65.693","3","49","30","","79.983","","103.556","RERUN","97.711","OFF","80.843","","80.42","","78.966","","78.114","","77.698","1"
"Dan","Nielsen","411","411","2003 Chevrolet corvette","AS","78.217","64.059","1","34","31","","80.21","","78.757","2","78.275","1","80.257","","79.308","","78.217","","78.034","1"
"Alex","Douangmala","","114","2018 Honda Civic","SMF","78.541","66.052","4","52","32","","79.313","","78.688","","89.6","","81.428","","78.541","","79.461","1","79.802",""
"John","Moravec","","49","2013 Scion FR-S","Z-DS","78.659","63.399","10","27","33","","80.444","","82.737","","78.873","","82.045","","79.582","","78.659","","78.671",""
"Adam","Quimby","","656","2011 Mazda Mazdaspeed3","Z-GS","78.681","62.315","7","21","34","","79.215","","81.952","","78.808","1","79.017","3","79.216","1","79.325","","78.681",""
"Max","Parker","","994","1994 Mazda Miata","C2-SM","78.740","67.243","5","58","35","","83.759","","80.009","","78.74","","80.293","","78.797","2","79.168","","78.856",""
"Garrett","Taylor","","343","2016 Fiat Abarth","STH","78.805","63.832","2","31","36","","83.565","","79.361","1","79.035","","80.277","1","78.805","","78.133","3","81.071","DNF"
"Patrick","Malzahn","","745","1997 Acura Integra","SMF","78.864","66.324","5","54","37","","83.398","","79.863","1","79.226","DNF","77.575","3","77.527","2","77.483","4","78.864",""
"Dave","Farrell","","20","2006 Lotus Elise","Z-AS","78.901","64.619","16","40","38","","82.681","","78.901","","78.456","2","80.775","","78.95","2","79.368","2","80.625","DNF"
"Todd","Giencke","","329","2019 Mazda MX-5 Miata RF","CS","78.904","63.833","3","32","39","","82.353","OFF","81.034","","79.635","","94.53","RERUN","78.904","","79.692","","80.08","1"
"Terry","Higgins","918","918"," BMW Z4 M!","C1-BS","78.936","64.253","3","36","40","","79.652","","79.953","1","79.446","1","80.393","DNF","79.791","1","78.936","","78.915","1"
"Derek","Kiefer","","69","1969 Chevrolet Chevelle","CAMT","79.264","64.441","1","37","41","","81.255","","79.264","","90.734","RERUN","85.325","","80.397","","78.51","1"
"Rick","Sellner","","427","2008 Chevrolet corvette","AS","79.347","64.985","2","43","42","","77.701","1","79.268","1","79.1","2","79.207","1","77.55","1","78.954","2","79.347",""
"Dan","Doroff","","995","1995 Ford Mustang","CAMT","79.428","64.574","2","39","43","","95.361","","79.866","","79.567","","90.191","DNF","80.098","2","86.502","5","98.353","RERUN","79.428",""
"Cole","Peterson","","660","1990 Mazda Miata","Z-STS","79.488","64.544","15","38","44","","84.68","","94.654","DNF","81.722","1","80.352","5","79.488","","79.681","2","77.941","2"
"David","Abramovich","","901","2020 Honda Civic Type R","N","79.711","79.711","1","73","45","","78.408","1","102.718","RERUN 1","84.69","","90.347","","81.73","1","81.087","RERUN","79.711","","79.039","1","79.448","1"
"Chris","Tadevich","","799","2004 BMW 330Ci","C2-STX","79.825","65.137","2","44","46","","82.964","","80.46","","79.825","","78.563","1","79.071","1","80.546","","80.023",""
"Giuseppe","Pellizzer","81","81","1999 Mazda 10AE Miata","Z-ES","79.916","63.373","9","26","47","","84.973","","83.545","","80.987","","80.572","","80.593","1","80.529","","79.916",""
"Adam","Ansorge","279","279","2008 Honda Accord","Z-HS","80.052","62.440","8","23","48","","80.667","","80.856","","78.962","1","80.329","1","80.619","1","81.464","2","80.052",""
"Benton","Obregon","","322","2019 Mazda MX-5 30 AE","CS","80.065","64.772","4","41","49","","81.209","1","82.356","2","78.914","2","80.166","","80.065","","80.017","1","78.749","1"
"Mikaila","Conway","","626","2014 Ford Focus ST","Z-GS","80.583","63.821","13","30","50","","81.624","","82.337","1","85.006","2","82.691","1","80.583","","79.417","1","78.656","2"
"Andrew","Dehmer","","186","2017 Subaru BRZ Limited","Z-CS","80.600","65.205","17","46","51","","87.836","","83.087","","80.6","","83.864","","81.536","1","80.666","2","80.622",""
"Nicholas","Bower","","400","2010 Honda Civic Si","SMF","80.617","67.798","6","62","52","","82.53","1","84.019","","99.051","","84.649","","81.586","","81.438","","80.617",""
"Nick","Wernet","206","206","2006 Chevrolet Corvette Z06","C2-CAMS","80.746","67.261","6","60","53","","87.018","","84.346","","83.001","","84.431","","81.216","","82.966","","80.746",""
"Carson","Turnquist","","511","2015 Ford Mustang GT","C2-CAMC","80.748","65.971","3","51","54","","83.928","","82.682","","81.755","","82.96","","81.362","","81.249","1","80.748",""
"Anthony","Zeestraten","457","457","2017 Ford Focus ST","STH","80.796","65.444","3","47","55","","86.3","","81.618","","80.796","","81.22","","82.341","1","82.622","","81.202",""
"Dustin","Peterson","","65","2000 Chevrolet Camaro","CAMT","80.959","65.819","3","50","56","","86.836","","82.649","","96.613","1","83.624","","82.369","","80.959","","81.09",""
"Terry","Schuster","","165"," Nissan 350z","C2-STU","81.133","67.178","4","57","57","","84.06","","86.366","1","106.838","OFF","87.375","","82.414","","83.351","","81.133",""
"Peyton","Goldenstein","","100","1991 BMW 318i","Z-HS","81.405","63.495","11","28","58","","83.749","DNF","107.133","RERUN","82.555","","85.07","","82.086","2","81.167","2","81.405","","80.667","1"
"Joe","Slag","","171","2015 Ford Fiesta ST","Z-HS","81.633","63.673","12","29","59","","98.15","RERUN","83.255","","83.985","","82.987","","81.008","1","81.847","","81.633","","81.84",""
"Samuel","Wallin","","103","1995 Honda Civic","N","81.642","81.642","2","74","60","","89.613","","118.32","DNF","93.925","","89.682","","85.099","","82.681","","81.642",""
"Andy","Naughton","","812","1994 Mazda Miata","C1-ES","81.782","64.853","4","42","61","","85.129","","93.781","DNF","82.317","","82.63","2","81.782","","82.035","4","82.059","DNF"
"Joel","Greimel","","507","1995 Honda Civic","N","82.271","82.271","3","75","62","","87.718","DNF","83.344","","93.587","","88.515","","83.17","","82.278","","82.271",""
"Andrew","Deck","","127","2017 Subaru Impreza","Z-HS","82.322","64.211","14","35","63","","84.89","","83.728","","82.322","","83.614","","82.561","2","82.937","","82.526",""
"Tyler","Blomquist","","334","1995 BMW 530i","N","82.540","82.540","4","76","64","","86.622","1","84.583","","82.54","","82.822","","83.25","3","83.238","","82.156","3"
"Bubba","Grunewald","","170","2008 Mazda speed3","N","82.632","82.632","5","77","65","","87.654","","84.372","","83.616","1","85.004","","82.632","","81.901","1","82.147","1"
"Colin","Hasley","","228","2007 Chevrolet Corvette","N","82.742","82.742","6","78","66","","91.95","","86.734","","83.718","","95.862","RERUN","85.623","","83.57","","82.742","","81.084","1"
"Travis","Milberger","","138","2004 Mini Cooper S","N","82.891","82.891","7","79","67","","108.421","RERUN","82.891","","83.412","","84.002","1","103.378","OFF","88.22","1","84.243","","142.607","RERUN","85.028",""
"Mitch","Weber","","249","2020 Toyota Supra","N","83.091","83.091","8","80","68","","87.84","","83.778","RERUN","84.494","","83.649","","83.5","1","83.388","","83.091","","83.315",""
"Marcial","Obregon","","712","2019 Mazda MX-5 30 AE","CS","83.137","67.257","5","59","69","","91.146","","86.376","","83.553","","84.06","3","81.972","1","81.689","2","81.137","1"
"Dustin","Weber","","725","2009 Nissan 370z","N","83.432","83.432","9","81","70","","96.034","","89.445","1","87.304","1","85.881","","83.47","","105.154","RERUN","84.054","","83.432",""
"Evan","Johnson","","207","1998 Honda Civic","N","83.477","83.477","10","82","71","","93.512","1","86.019","","86.626","","85.402","","84.904","","83.831","","83.477",""
"Mike","Farrell","","297","2001 Honda S2000","CS","83.651","67.673","6","61","72","","85.993","","83.651","","85.119","1","84.808","","84.186","","83.571","1","83.811",""
"Kyler","Quimby","","659","2011 Mazda Mazdaspeed3","Z-DS","84.135","67.812","20","63","73","","87.811","","95.437","","85.93","","87.052","","84.673","2","83.417","1","84.135",""
"Tom","Ring","","42","2010 Volkswagen Jetta","Z-HS","84.155","65.640","18","48","74","","86.824","","105.981","RERUN","86.902","","88.867","","85.911","","84.289","1","84.155","","84.77",""
"Jesse","Sybesma","","710","2000 Toyota MR2 - Spyder","SSM","84.242","73.711","4","72","75","","89.418","","88.123","","87.566","1","85.903","1","85.537","1","85.808","","84.242",""
"Jeff","Lawrence","","193","2002 Chevrolet Corvette Z06","AS","84.391","69.116","3","67","76","","84.925","1","86.218","","89.984","","87.843","","85.92","","85.786","","84.391",""
"Dimitri","Psomas","","944","1986 Porsche 944","N","84.591","84.591","11","83","77","","90.03","DNF","87.48","","84.591","","83.349","2","83.769","1","83.492","2","84.815","1"
"David","Parsons","","15","2000 Audi TT","Z-DS","84.663","68.238","22","65","78","","91.357","","111.725","DNF","84.663",""
"Noah","Leuer","","222","2007 Mazda Mazdaspeed3","N","84.819","84.819","12","84","79","","97.149","","94.013","","89.926","","89.439","","87.119","","85.956","","84.819",""
"Don","Gettinger","","4","2001 Chevrolet Z-06 Corvette","C2-CAMS","85.028","70.828","7","69","80","","90.03","","87.11","","87.759","","87.761","","85.844","","85.158","","85.028",""
"Michal","Zieba","","333","2011 BMW 335is","N","85.456","85.456","13","85","81","","88.739","","92.364","","95.05","","120.275","RERUN","88.371","","85.512","","83.992","1","83.456","1"
"Paul","Devitt","","557","2009 Pontiac vibe","N","85.659","85.659","14","86","82","","88.81","","87.822","","87.882","","86.526","","86.463","","86.274","","85.659",""
"Andy","Crabtree","","810","1978 Chevrolet nova","CAMT","85.711","69.683","4","68","83","","89.253","","87.28","","86.498","","87.797","1","85.968","","85.711","","142.031","RERUN"
"Brandon","Rowlett","","406","2008 Infiniti G35X","N","85.835","85.835","15","87","84","","87.152","","87.651","","94.848","1","87.725","","85.207","2","85.835","","86.538",""
"Cole","Pixley","","263","2016 Mazda Mazda6","N","85.987","85.987","16","88","85","","94.769","","88.937","1","87.486","","91.515","RERUN","87.96","","85.987","","85.065","1","87.294",""
"Nate","Krueger","","218","2013 Chevrolet camaro ss","N","86.413","86.413","17","89","86","","114.58","RERUN","86.413",""
"Dominik","Reterski","","251","2019 Kia Stinger GT2","N","86.430","86.430","18","90","87","","86.43","","88.156","1","89.335","","88.809","","87.435","","86.85","","87.742",""
"Thomas","Wendel","","840","2001 Acura Integra","N","86.571","86.571","19","91","88","","88.243","","88.291","","96.357","","88.361","","88.437","2","87.327","1","86.571",""
"Jerry","Petersen","","174","2004 Ford Mustang","N","86.666","86.666","20","92","89","","94.683","","90.747","","89.283","","87.759","","88.683","","86.666",""
"Thomas","Haider","104","104"," Ford 2019 gt 350 Shelby","N","87.111","87.111","21","93","90","","90.463","3","89.032","1","87.111","","88.288","1","88.431","OFF","88.123","","86.555","2"
"Christopher","Stromme","","454","1999 Saab 9-3 Convertible SE","N","87.135","87.135","22","94","91","","91.711","1","89.398","","88.745","1","89.131","","87.135","","87.147","","88.616",""
"Siri","Ansorge","","792","2008 Honda Accord","Z-HS","87.456","68.215","21","64","92","","124.115","OFF","100.907","","91.858","","91.453","1","87.764","2","87.921","","87.456",""
"Jim","Raska","","179","2004 Ford Mustang","N","87.586","87.586","23","95","93","","88.854","","86.245","3","91.694","DNF","87.931","1","88.165","","86.472","2","87.586",""
"Samuel","Marten","","608","2000 Mazda Miata LS","N","88.095","88.095","24","96","94","","111.598","","97.299","","92.759","","95.635","","91.571","","89.755","1","88.095",""
"Ed","Wildeman","","200","2015 Mini Cooper S","C1-DS","88.201","71.090","5","70","95","","93.716","2","91.733","","91.165","","90.201","","89.178","","88.656","","88.201",""
"Austin","Stroming","","324","2003 Mitsubishi Eclipse","N","88.290","88.290","25","97","96","","88.29","","90.012","","96.038","","91.422","","90.984","","92.123","","91.196",""
"Will","Schafer","","43","1987 Toyota Supra","N","88.537","88.537","26","98","97","","127.318","1","90.131","2","93.346","1","91.851","","91.062","3","88.931","1","88.537",""
"Carson","Tadevich","","717","2004 BMW 330Ci","N","88.549","88.549","27","99","98","","96.522","","92.643","","90.218","1","90.358","","91.201","1","90.479","","88.549",""
"Dylan","Wrede","","137","2001 Audi TT- Coupe","N","88.706","88.706","28","100","99","","113.242","","98.881","","97.305","1","92.442","","90.338","","89.62","","88.706",""
"Jeffrey","Wrede","","107","2010 Audi A5- Cabrio Red","N","88.972","88.972","29","101","100","","100.521","","93.394","1","91.361","","93.033","","89.876","1","88.972","","89.039",""
"Curt","Crouse","","29","2003 Mercury Marauder","C2-CAMC","89.590","73.195","8","71","101","","92.575","","90.193","","89.727","","91.626","","90.396","","89.59","","89.459","3"
"Evan","Swift","","80","2017 Volkswagen GTI","N","90.243","90.243","30","102","102","","109.073","2","107.573","DNF","97.968","","95.194","","90.66","","91.262","","90.243",""
"Andrew","Grey","","141","2006 BMW Z4 M","N","91.165","91.165","31","103","103","","98.2","","92.7","","91.165","","108.109","OFF","109.555","","98.352","","97.57",""
"Barb","Latts","","239","2019 Mazda MX-5 Miata RF","N","93.659","93.659","32","104","104","","113.839","","103.929","","98.874","","96.683","","93.659","","96.293","","96.04",""
"Zachary","Pursell","","154","2013 Scion FR-S Blue","INVALID:Z","-","-","-","-","-",""
"Salah","Khuhro","","666","2018 Mercedes-Benz C43 AMG Black","INVALID:Z","-","-","-","-","-",""
"Shima","Hosseinpour","","719","2013 Scion FRS Hot Lava","SSC","-","-","-","-","-",""
"Matthew","Gingery","","248","2009 Nissan Maxima SV Sport Black","INVALID:Z","-","-","-","-","-",""
"Charles","D'Cruz","280","280","2017 Exomotive Exocet Blue","EM","-","-","-","-","-",""
"Alex","Van Den Heuvel","","449","2002 Subaru WRX ","N","-","-","-","-","-",""
"Tim","Davis","","53","2008 Volkswagen Passat Red","INVALID:P","-","-","-","-","-",""
"Collin","Jones","","556","2001 Chevrolet Corvette Silver","BS","-","-","-","-","-",""
"Tom","Brokaw","","161","1990 Honda Civic White","N","-","-","-","-","-",""
"David","Thompson","","77","2016 Mazda Miata Orange","INVALID:P","-","-","-","-","-",""
"John","Mensch","","58","1988 Honda CRX RED","INVALID:P","-","-","-","-","-",""
"Steve","Meschke","","31","1999 Mazda Miata red","ES","-","-","-","-","-",""
"Anthony","Henderson","","265","1965 Buick Special Tan","N","-","-","-","-","-",""
"Nick","Pautz","","102","2017 Ford Fiesta ST White","N","-","-","-","-","-",""
"Christopher","Boone","","964","2004 Volkswagen R32 Blue","N","-","-","-","-","-",""
"Jennifer","Jennen","","697","2018 Audi TT-RS RED","SS","-","-","-","-","-",""
"Jon","Pierce-Ruhland","","262","2019 DF Goblin  Black","EM","-","-","-","-","-",""
"Jacob","Edholm","","252","2002 Subaru WRX Blue","N","-","-","-","-","-",""
"Harold","Kachelmyer","","948","1984 Porsche 944 Black","V","-","-","-","-","-",""
"William","Thompson","","956","2019 Mazda MX-5 Miata 30AE Orange","STR","-","-","-","-","-",""
